Concurrent_Requests,Latency_ms
379,57.87
79,24.58
130,37.25
10,20.22
327,52.89
60,30.41
130,22.76
717,1063.54
578,381.44
87,38.16
400,62.08
97,21.16
10,19.16
138,32.42
149,24.37
41,34.5
11,26.82
268,44.29
19,36.85
63,33.97
22,29.52
418,76.93
568,342.46
199,40.88
91,32.42
297,45.75
61,30.0
655,709.65
261,46.06
306,41.09
227,48.06
431,61.96
273,44.52
307,1334.48
395,50.08
445,82.08
593,435.45
377,58.37
237,41.17
92,31.13
779,1484.21
202,36.22
129,35.69
146,41.33
366,52.39
113,44.29
542,263.1
464,102.94
276,44.1
845,2036.44
65,33.81
161,26.38
10,16.0
203,41.14
326,47.85
50,34.76
1192,6333.44
433,75.5
153,32.46
79,668.23
148,41.56
991,3548.04
674,817.88
1119,5233.13
10,18.9
465,104.62
95,32.06
547,282.73
262,29.65
307,43.6
206,50.73
240,41.74
93,27.25
13,29.31
111,38.86
39,25.99
256,50.44
107,28.36
117,43.63
319,49.62
211,42.78
42,27.5
285,51.41
54,32.69
51,32.37
10,14.18
405,60.63
145,41.63
10,28.3
100,34.96
446,84.12
204,41.77
301,46.82
195,37.12
176,31.2
424,62.44
49,34.97
365,50.15
566,340.58
173,35.5
59,23.47
14,25.83
10,16.87
46,27.1
162,36.12
285,46.63
39,36.34
33,30.75
608,498.28
10,25.25
10,22.0
94,36.82
389,50.52
264,43.46
101,26.13
981,3433.92
58,29.77
271,39.93
550,288.11
228,54.4
395,56.18
10,19.07
14,26.1
581,383.01
193,36.88
308,52.19
216,39.5
462,103.56
73,25.19
309,52.21
153,44.76
188,43.55
178,39.33
611,509.88
24,23.04
93,23.34
283,48.44
45,31.11
141,39.98
219,47.14
584,402.92
113,29.76
107,31.75
142,43.4
180,49.06
10,25.12
234,38.72
71,28.29
61,28.45
452,88.31
437,1222.58
679,840.1
408,55.13
358,49.35
190,39.6
802,1676.77
298,42.06
733,1165.34
348,54.74
738,1203.7
370,57.72
156,46.9
397,62.89
164,28.77
66,30.72
13,28.74
1260,7455.39
484,136.23
128,31.88
70,27.42
117,40.08
792,1594.58
120,35.52
257,45.36
536,247.83
286,44.93
334,46.89
504,177.78
49,26.82
427,70.04
50,29.3
25,19.55
389,50.34
155,32.95
25,33.77
42,34.01
196,41.1
146,33.15
10,27.93
93,29.62
620,542.8
204,39.82
101,33.51
994,3580.7
247,40.59
226,47.88
48,27.18
173,40.67
294,46.82
372,58.92
426,70.1
699,952.04
372,59.48
652,699.05
287,51.72
423,70.55
348,50.21
27,27.18
56,36.26
496,153.7
216,40.82
61,31.02
218,40.93
95,33.02
918,2735.81
713,1041.14
17,16.07
55,31.42
643,656.2
357,50.63
653,700.39
242,46.33
239,45.63
335,46.44
307,42.72
38,26.44
39,24.02
20,33.33
265,46.48
101,34.88
133,36.88
255,43.23
473,111.64
400,60.86
36,27.76
553,296.85
125,30.65
1500,12171.2
1082,4706.82
24,29.34
10,31.12
362,60.36
316,57.96
81,31.48
207,43.76
368,60.61
1331,8729.97
746,1256.81
398,63.84
64,29.23
86,36.94
134,38.1
19,21.71
191,37.31
103,43.88
330,47.13
347,48.58
100,37.15
549,284.43
173,43.25
678,831.31
667,776.23
199,37.98
138,30.37
338,58.4
261,52.54
177,43.92
83,35.48
122,34.04
135,25.86
105,33.36
105,25.88
144,29.28
142,37.55
247,904.2
531,231.98
127,31.96
963,3230.72
395,56.08
312,44.22
229,46.42
230,49.78
612,509.38
67,35.16
92,31.93
658,720.34
203,46.76
16,21.65
272,49.33
131,36.09
101,32.71
10,18.7
67,34.97
199,41.88
232,43.28
43,28.58
200,34.47
197,42.68
316,59.77
175,38.63
157,33.86
146,37.41
79,23.52
241,46.78
330,44.43
183,49.52
101,38.74
653,695.77
28,29.25
502,160.17
250,47.95
500,155.21
635,613.73
1500,12155.18
563,324.16
148,42.59
10,22.37
52,24.94
99,36.75
12,36.2
244,40.87
526,218.35
302,38.18
236,43.76
331,52.29
979,3414.03
474,114.21
530,226.46
10,27.15
224,41.12
57,25.08
101,33.88
180,46.96
123,37.0
68,24.99
101,37.38
422,72.51
28,24.43
522,206.4
215,52.35
311,53.5
503,171.39
999,3643.84
234,45.98
313,42.38
22,25.91
78,32.61
544,265.53
52,30.27
183,44.14
237,39.86
206,47.56
73,32.83
53,31.32
410,63.34
64,31.02
932,2890.54
1500,12153.82
216,47.18
1014,3827.69
96,27.35
65,30.74
1098,4933.13
98,31.94
400,66.88
257,48.32
1456,11205.32
334,48.89
199,36.93
548,275.1
1023,3938.59
348,43.99
35,27.38
238,46.88
1090,4823.12
125,30.32
372,49.44
179,49.48
116,1430.65
185,36.53
825,1865.66
530,226.39
10,26.7
89,29.93
18,13.13
287,42.6
738,1207.76
71,31.89
476,117.36
321,55.25
593,430.47
10,23.81
537,250.36
88,30.75
55,25.19
344,48.9
230,45.58
101,35.08
392,53.02
72,38.06
10,30.97
91,28.93
125,37.37
196,41.39
151,33.99
200,44.61
226,44.49
211,36.1
656,712.75
209,46.77
160,34.7
174,38.53
242,35.48
625,572.54
169,46.44
134,37.37
17,31.72
155,45.75
341,59.25
409,54.27
351,53.34
282,51.8
74,24.7
120,44.51
198,45.96
156,33.79
359,54.37
259,44.22
77,23.27
31,26.64
165,36.38
19,22.08
311,45.49
260,33.36
596,437.2
387,54.27
72,25.54
864,2216.32
194,35.64
52,29.16
10,31.1
106,31.09
49,28.6
293,45.0
387,54.53
363,58.15
14,27.27
404,57.33
80,34.0
22,29.86
897,2530.65
192,37.37
400,63.7
166,43.02
330,61.86
140,34.91
450,98.85
821,1834.4
492,140.64
231,36.32
139,48.99
157,42.29
340,45.21
196,46.88
512,188.62
156,28.38
130,28.85
260,46.92
299,57.23
158,35.11
222,42.96
268,41.21
439,77.16
975,3378.14
34,19.09
213,43.8
504,171.29
788,1562.38
181,46.65
115,35.34
483,125.54
40,28.58
343,56.27
395,59.36
50,20.46
835,1944.04
60,27.05
10,24.95
658,731.88
510,178.61
141,35.49
549,273.61
10,23.87
110,36.84
824,1857.69
10,24.35
291,55.72
67,23.86
37,25.21
294,47.21
220,44.48
108,36.08
155,37.8
584,398.64
152,43.56
333,58.34
1042,4187.78
15,18.98
761,1371.27
402,59.51
182,34.91
485,135.24
161,36.37
217,35.93
369,46.72
141,43.74
512,173.66
549,272.66
80,32.25
26,28.89
135,37.98
582,1585.78
30,20.89
163,36.09
97,36.51
311,52.81
50,32.0
159,34.89
20,31.4
285,44.44
649,686.46
403,45.47
335,46.45
1334,8775.29
187,40.44
226,37.6
48,27.39
10,27.61
438,66.0
71,31.61
224,40.43
127,35.96
214,41.36
525,217.6
292,47.22
68,26.97
370,50.86
636,623.81
678,827.27
222,42.9
95,32.09
178,40.71
694,921.07
206,47.87
213,41.35
64,37.65
83,29.94
769,1425.79
465,108.73
10,32.21
139,40.19
118,21.67
28,33.24
491,151.68
85,28.51
914,2695.41
478,113.07
207,36.02
578,371.52
199,39.99
330,54.16
408,59.32
102,33.49
122,32.67
13,17.9
107,36.04
344,49.15
154,37.92
116,31.41
10,26.71
369,60.46
258,43.55
283,56.11
88,40.51
59,30.09
89,31.04
333,52.95
134,43.58
676,822.83
187,43.47
469,105.92
1037,4117.15
24,24.98
502,163.36
10,34.43
922,2782.03
263,40.73
173,38.75
289,39.59
182,43.43
118,32.58
706,996.18
215,51.11
541,250.31
169,27.59
10,22.77
14,26.71
417,62.78
302,46.41
29,23.82
381,62.41
25,28.47
30,23.53
100,39.93
323,54.97
83,30.47
698,949.29
142,27.38
163,47.72
87,32.44
1175,6075.21
526,225.78
69,27.88
73,43.0
72,28.71
248,43.38
21,29.68
224,39.46
139,37.81
26,22.56
718,1066.93
288,56.14
399,51.45
211,35.25
163,36.18
450,78.87
744,1245.86
62,33.62
61,29.6
49,22.89
248,43.94
485,134.94
259,49.59
538,254.46
33,21.21
1500,12165.52
159,38.87
806,1707.34
275,45.4
19,14.12
825,1861.39
321,47.71
364,49.65
241,47.34
235,44.26
191,36.0
267,38.01
10,30.24
161,43.17
1133,5432.68
432,72.7
35,28.08
341,52.06
117,28.15
788,1558.34
33,24.47
87,23.61
49,21.98
270,41.47
455,94.24
112,28.87
17,24.88
822,1835.22
457,91.73
431,71.99
36,29.47
73,27.31
329,57.6
109,35.76
290,49.19
113,33.58
62,1300.15
104,34.27
48,21.92
119,36.14
24,25.36
682,849.2
1495,12056.05
434,72.68
243,45.35
352,54.39
55,29.05
300,51.64
156,34.64
49,23.92
240,45.04
576,371.84
308,53.92
520,205.22
337,54.53
468,111.62
394,61.98
444,81.21
134,35.53
402,46.65
275,42.34
745,1256.67
172,35.96
21,16.63
348,52.1
369,58.23
163,41.19
353,53.79
144,28.83
1494,12032.35
207,49.88
351,59.47
632,602.4
40,24.29
493,143.96
10,23.12
351,40.56
44,21.09
264,52.62
358,43.44
153,34.67
132,36.08
804,1688.89
115,31.45
215,42.31
1066,4490.47
1044,4208.92
84,30.83
32,25.84
27,32.81
216,47.83
105,33.02
136,34.89
19,16.35
517,194.32
127,28.34
316,52.04
257,38.5
87,30.88
120,38.29
91,31.38
869,2263.71
86,19.78
32,20.01
1120,5232.06
92,27.87
104,29.23
10,27.69
457,86.01
197,36.73
151,38.54
208,46.35
161,32.35
615,524.36
125,29.87
429,62.81
180,39.6
187,38.68
422,67.93
303,56.38
278,50.23
23,27.74
21,31.46
846,2051.15
101,25.37
248,41.6
13,24.84
409,57.77
88,26.97
63,32.67
1500,12148.26
190,33.48
528,229.82
479,128.37
109,33.23
361,52.46
242,43.87
244,46.11
711,1028.15
439,73.5
456,99.54
117,41.61
47,24.6
431,72.45
84,27.11
24,33.42
49,27.42
131,31.3
143,32.04
470,108.23
168,45.06
56,24.92
149,31.34
50,31.77
10,25.21
152,875.29
320,56.59
241,43.77
175,42.55
266,53.97
41,32.82
35,33.19
351,57.29
110,37.72
18,22.59
1135,5448.48
111,37.83
10,20.74
107,728.41
430,70.69
377,56.64
325,41.6
66,30.49
929,2851.99
108,40.87
348,54.1
296,790.68
147,30.98
59,24.99
470,111.66
395,58.79
325,54.98
40,27.23
210,42.35
299,49.55
312,50.53
81,23.98
170,49.72
179,36.99
112,27.22
100,34.01
18,32.42
42,38.83
37,32.62
405,64.21
483,135.42
661,742.56
304,50.99
743,1232.14
208,45.74
320,52.21
125,40.32
125,37.15
256,52.28
1391,9892.35
404,60.22
651,686.15
80,31.75
537,241.92
243,41.37
10,22.24
53,27.08
13,22.96
31,25.16
57,32.89
76,18.38
763,1380.43
144,30.72
10,740.35
63,26.55
245,38.74
1219,6772.32
149,40.35
115,30.25
230,45.63
202,39.33
149,34.77
65,25.92
198,50.31
106,31.05
134,36.77
320,53.37
10,18.86
647,658.67
19,30.67
735,1182.41
113,29.26
804,1693.09
